data,produto,categoria,regiao,canal_venda,quantidade,preco_unitario,desconto_percentual,receita_bruta,receita_liquida
2023-06-27,Fone Bluetooth,Eletrônicos,Sudeste,Marketplace,1,350,0.05,350,332.5
2023-07-12,Webcam,Eletrônicos,Sul,Marketplace,5,420,0.0,2100,2100.0
2023-05-02,Mesa Escritório,Móveis,Sul,Marketplace,8,1400,0.0,11200,11200.0
2023-05-24,Mouse,Eletrônicos,Norte,Loja Física,1,120,0.0,120,120.0
2023-12-25,Cadeira Gamer,Móveis,Norte,Online,8,950,0.0,7600,7600.0
2023-09-16,Teclado,Eletrônicos,Norte,Marketplace,7,250,0.0,1750,1750.0
2023-02-01,Mesa Escritório,Móveis,Nordeste,Loja Física,3,1400,0.0,4200,4200.0
2023-06-11,Mesa Escritório,Móveis,Centro-Oeste,Loja Física,6,1400,0.05,8400,7980.0
2023-04-30,Mouse,Eletrônicos,Norte,Online,4,120,0.0,480,480.0
2023-03-21,Mouse,Eletrônicos,Centro-Oeste,Loja Física,3,120,0.1,360,324.0
2023-07-28,Mouse,Eletrônicos,Centro-Oeste,Loja Física,6,120,0.0,720,720.0
2023-08-26,Smartphone,Eletrônicos,Sul,Marketplace,2,2800,0.0,5600,5600.0
2023-06-05,Webcam,Eletrônicos,Nordeste,Online,1,420,0.0,420,420.0
2023-02-16,Webcam,Eletrônicos,Centro-Oeste,Marketplace,4,420,0.05,1680,1596.0
2023-01-26,Fone Bluetooth,Eletrônicos,Sul,Online,5,350,0.05,1750,1662.5
2023-07-27,Armário,Móveis,Centro-Oeste,Online,4,1800,0.0,7200,7200.0
2023-03-13,Mouse,Eletrônicos,Sul,Online,1,120,0.0,120,120.0
2023-04-12,Mesa Escritório,Móveis,Norte,Marketplace,6,1400,0.0,8400,8400.0
2023-05-13,Mouse,Eletrônicos,Sul,Marketplace,1,120,0.0,120,120.0
2023-08-16,Teclado,Eletrônicos,Sudeste,Online,2,250,0.05,500,475.0
2023-08-25,Notebook,Eletrônicos,Centro-Oeste,Marketplace,3,3500,0.15,10500,8925.0
2023-07-22,Armário,Móveis,Centro-Oeste,Online,1,1800,0.1,1800,1620.0
2023-07-01,Monitor,Eletrônicos,Nordeste,Loja Física,3,1100,0.05,3300,3135.0
2023-03-18,Notebook,Eletrônicos,Centro-Oeste,Loja Física,4,3500,0.05,14000,13300.0
2023-10-09,Armário,Móveis,Nordeste,Loja Física,1,1800,0.0,1800,1800.0
2023-03-12,Mesa Escritório,Móveis,Sul,Marketplace,4,1400,0.15,5600,4760.0
2023-10-06,Notebook,Eletrônicos,Centro-Oeste,Marketplace,7,3500,0.05,24500,23275.0
2023-09-06,Cadeira Gamer,Móveis,Nordeste,Online,6,950,0.1,5700,5130.0
2023-01-14,Cadeira Gamer,Móveis,Nordeste,Online,4,950,0.0,3800,3800.0
2023-08-30,Livro Técnico,Livros,Sul,Online,6,200,0.15,1200,1020.0
2023-02-21,Monitor,Eletrônicos,Norte,Marketplace,4,1100,0.05,4400,4180.0
2023-01-29,Monitor,Eletrônicos,Sul,Online,7,1100,0.05,7700,7315.0
2023-05-02,Curso Online,Educação,Norte,Online,6,500,0.05,3000,2850.0
2023-12-27,Webcam,Eletrônicos,Norte,Online,6,420,0.15,2520,2142.0
2023-10-16,Monitor,Eletrônicos,Nordeste,Online,8,1100,0.15,8800,7480.0
2023-09-09,Notebook,Eletrônicos,Sul,Marketplace,2,3500,0.0,7000,7000.0
2023-04-23,Notebook,Eletrônicos,Nordeste,Marketplace,8,3500,0.0,28000,28000.0
2023-04-14,Teclado,Eletrônicos,Nordeste,Online,6,250,0.0,1500,1500.0
2023-01-12,Teclado,Eletrônicos,Norte,Loja Física,3,250,0.0,750,750.0
2023-02-07,Cadeira Gamer,Móveis,Sudeste,Loja Física,7,950,0.15,6650,5652.5
2023-06-04,Cadeira Gamer,Móveis,Centro-Oeste,Marketplace,3,950,0.0,2850,2850.0
2023-09-07,Fone Bluetooth,Eletrônicos,Norte,Marketplace,6,350,0.0,2100,2100.0
2023-11-11,Cadeira Gamer,Móveis,Sul,Loja Física,4,950,0.15,3800,3230.0
2023-06-07,Webcam,Eletrônicos,Sul,Marketplace,5,420,0.0,2100,2100.0
2023-01-01,Webcam,Eletrônicos,Sudeste,Online,7,420,0.15,2940,2499.0
2023-11-05,Cadeira Gamer,Móveis,Sudeste,Loja Física,4,950,0.15,3800,3230.0
2023-03-14,Cadeira Gamer,Móveis,Nordeste,Loja Física,2,950,0.0,1900,1900.0
2023-03-27,Fone Bluetooth,Eletrônicos,Centro-Oeste,Online,2,350,0.05,700,665.0
2023-05-16,Monitor,Eletrônicos,Nordeste,Loja Física,4,1100,0.0,4400,4400.0
2023-02-25,Webcam,Eletrônicos,Centro-Oeste,Loja Física,1,420,0.0,420,420.0
2023-08-03,Teclado,Eletrônicos,Centro-Oeste,Loja Física,7,250,0.1,1750,1575.0
2023-10-07,Mesa Escritório,Móveis,Norte,Marketplace,2,1400,0.1,2800,2520.0
2023-12-18,Monitor,Eletrônicos,Sudeste,Online,3,1100,0.1,3300,2970.0
2023-05-31,Notebook,Eletrônicos,Sudeste,Online,6,3500,0.05,21000,19950.0
2023-06-25,Teclado,Eletrônicos,Sudeste,Marketplace,7,250,0.0,1750,1750.0
2023-02-17,Cadeira Gamer,Móveis,Centro-Oeste,Marketplace,8,950,0.0,7600,7600.0
2023-03-26,Curso Online,Educação,Sudeste,Online,7,500,0.0,3500,3500.0
2023-06-19,Monitor,Eletrônicos,Norte,Marketplace,4,1100,0.1,4400,3960.0
2023-10-04,Smartphone,Eletrônicos,Sul,Online,5,2800,0.05,14000,13300.0
2023-01-26,Mesa Escritório,Móveis,Sudeste,Loja Física,8,1400,0.0,11200,11200.0
2023-01-02,Mesa Escritório,Móveis,Norte,Loja Física,2,1400,0.05,2800,2660.0
2023-04-13,Mouse,Eletrônicos,Sul,Marketplace,1,120,0.0,120,120.0
2023-05-30,Mouse,Eletrônicos,Nordeste,Loja Física,8,120,0.0,960,960.0
2023-08-30,Armário,Móveis,Norte,Loja Física,5,1800,0.0,9000,9000.0
2023-04-05,Cadeira Gamer,Móveis,Sul,Loja Física,7,950,0.05,6650,6317.5
2023-01-23,Smartphone,Eletrônicos,Nordeste,Online,8,2800,0.1,22400,20160.0
2023-05-18,Curso Online,Educação,Sudeste,Online,1,500,0.0,500,500.0
2023-12-09,Cadeira Gamer,Móveis,Sul,Marketplace,7,950,0.15,6650,5652.5
2023-02-01,Mesa Escritório,Móveis,Centro-Oeste,Marketplace,7,1400,0.15,9800,8330.0
2023-05-01,Armário,Móveis,Centro-Oeste,Marketplace,5,1800,0.0,9000,9000.0
2023-01-18,Livro Técnico,Livros,Centro-Oeste,Online,3,200,0.0,600,600.0
2023-03-27,Monitor,Eletrônicos,Sudeste,Loja Física,4,1100,0.0,4400,4400.0
2023-02-10,Fone Bluetooth,Eletrônicos,Sul,Marketplace,7,350,0.0,2450,2450.0
2023-05-13,Cadeira Gamer,Móveis,Centro-Oeste,Marketplace,2,950,0.0,1900,1900.0
2023-07-23,Livro Técnico,Livros,Norte,Loja Física,6,200,0.05,1200,1140.0
2023-01-07,Webcam,Eletrônicos,Centro-Oeste,Online,7,420,0.0,2940,2940.0
2023-03-17,Curso Online,Educação,Norte,Online,2,500,0.0,1000,1000.0
2023-05-27,Livro Técnico,Livros,Nordeste,Loja Física,6,200,0.1,1200,1080.0
2023-12-02,Armário,Móveis,Sul,Loja Física,8,1800,0.0,14400,14400.0
2023-07-26,Teclado,Eletrônicos,Centro-Oeste,Loja Física,7,250,0.0,1750,1750.0
2023-12-20,Monitor,Eletrônicos,Nordeste,Loja Física,1,1100,0.1,1100,990.0
2023-01-11,Cadeira Gamer,Móveis,Nordeste,Loja Física,5,950,0.05,4750,4512.5
2023-12-23,Fone Bluetooth,Eletrônicos,Sul,Loja Física,2,350,0.0,700,700.0
2023-08-15,Cadeira Gamer,Móveis,Norte,Marketplace,5,950,0.1,4750,4275.0
2023-02-15,Monitor,Eletrônicos,Centro-Oeste,Marketplace,8,1100,0.0,8800,8800.0
2023-09-06,Livro Técnico,Livros,Norte,Online,6,200,0.0,1200,1200.0
2023-02-03,Smartphone,Eletrônicos,Norte,Marketplace,7,2800,0.0,19600,19600.0
2023-01-15,Teclado,Eletrônicos,Sudeste,Online,4,250,0.0,1000,1000.0
2023-01-17,Armário,Móveis,Sul,Loja Física,1,1800,0.05,1800,1710.0
2023-07-08,Armário,Móveis,Sudeste,Online,7,1800,0.0,12600,12600.0
2023-07-10,Armário,Móveis,Centro-Oeste,Marketplace,8,1800,0.0,14400,14400.0
2023-10-10,Cadeira Gamer,Móveis,Nordeste,Marketplace,6,950,0.0,5700,5700.0
2023-12-19,Mouse,Eletrônicos,Centro-Oeste,Online,5,120,0.0,600,600.0
2023-03-25,Curso Online,Educação,Sul,Marketplace,4,500,0.0,2000,2000.0
2023-04-16,Smartphone,Eletrônicos,Sudeste,Marketplace,7,2800,0.15,19600,16660.0
2023-01-05,Armário,Móveis,Norte,Online,3,1800,0.0,5400,5400.0
2023-04-25,Smartphone,Eletrônicos,Centro-Oeste,Loja Física,5,2800,0.05,14000,13300.0
2023-06-28,Armário,Móveis,Centro-Oeste,Loja Física,5,1800,0.0,9000,9000.0
2023-12-13,Livro Técnico,Livros,Sudeste,Online,7,200,0.15,1400,1190.0
2023-09-19,Fone Bluetooth,Eletrônicos,Norte,Marketplace,6,350,0.15,2100,1785.0
2023-05-25,Smartphone,Eletrônicos,Sudeste,Loja Física,2,2800,0.1,5600,5040.0
2023-05-22,Fone Bluetooth,Eletrônicos,Nordeste,Marketplace,6,350,0.05,2100,1995.0
2023-12-31,Fone Bluetooth,Eletrônicos,Sul,Marketplace,5,350,0.0,1750,1750.0
2023-05-04,Notebook,Eletrônicos,Sul,Marketplace,7,3500,0.05,24500,23275.0
2023-01-14,Fone Bluetooth,Eletrônicos,Nordeste,Loja Física,8,350,0.05,2800,2660.0
2023-07-27,Mesa Escritório,Móveis,Norte,Online,1,1400,0.15,1400,1190.0
2023-06-25,Webcam,Eletrônicos,Centro-Oeste,Marketplace,4,420,0.15,1680,1428.0
2023-07-03,Livro Técnico,Livros,Norte,Online,5,200,0.0,1000,1000.0
2023-05-31,Mouse,Eletrônicos,Nordeste,Marketplace,8,120,0.0,960,960.0
2023-10-14,Teclado,Eletrônicos,Sul,Loja Física,6,250,0.0,1500,1500.0
2023-04-25,Webcam,Eletrônicos,Nordeste,Loja Física,5,420,0.1,2100,1890.0
2023-05-14,Curso Online,Educação,Sudeste,Loja Física,5,500,0.1,2500,2250.0
2023-01-28,Fone Bluetooth,Eletrônicos,Sul,Marketplace,2,350,0.1,700,630.0
2023-03-03,Fone Bluetooth,Eletrônicos,Nordeste,Loja Física,7,350,0.15,2450,2082.5
2023-01-28,Teclado,Eletrônicos,Nordeste,Loja Física,3,250,0.0,750,750.0
2023-10-19,Armário,Móveis,Sul,Online,3,1800,0.05,5400,5130.0
2023-09-07,Cadeira Gamer,Móveis,Sudeste,Online,3,950,0.05,2850,2707.5
2023-08-20,Smartphone,Eletrônicos,Norte,Online,4,2800,0.0,11200,11200.0
2023-09-08,Mouse,Eletrônicos,Centro-Oeste,Marketplace,3,120,0.15,360,306.0
2023-08-08,Mesa Escritório,Móveis,Centro-Oeste,Online,7,1400,0.1,9800,8820.0
2023-01-20,Livro Técnico,Livros,Sudeste,Loja Física,4,200,0.05,800,760.0
2023-09-29,Monitor,Eletrônicos,Sul,Online,1,1100,0.0,1100,1100.0
2023-12-22,Cadeira Gamer,Móveis,Sudeste,Loja Física,5,950,0.0,4750,4750.0
2023-09-15,Curso Online,Educação,Sudeste,Online,5,500,0.0,2500,2500.0
2023-06-02,Smartphone,Eletrônicos,Norte,Marketplace,8,2800,0.15,22400,19040.0
2023-06-22,Mesa Escritório,Móveis,Centro-Oeste,Loja Física,3,1400,0.05,4200,3990.0
2023-04-07,Teclado,Eletrônicos,Sul,Online,7,250,0.0,1750,1750.0
2023-03-09,Monitor,Eletrônicos,Norte,Online,1,1100,0.15,1100,935.0
2023-03-05,Cadeira Gamer,Móveis,Nordeste,Marketplace,1,950,0.1,950,855.0
2023-11-16,Notebook,Eletrônicos,Sudeste,Online,1,3500,0.0,3500,3500.0
2023-12-20,Mouse,Eletrônicos,Centro-Oeste,Online,7,120,0.1,840,756.0
2023-10-08,Smartphone,Eletrônicos,Sul,Marketplace,8,2800,0.0,22400,22400.0
2023-12-18,Fone Bluetooth,Eletrônicos,Centro-Oeste,Marketplace,1,350,0.05,350,332.5
2023-02-21,Fone Bluetooth,Eletrônicos,Norte,Marketplace,5,350,0.15,1750,1487.5
2023-03-12,Mesa Escritório,Móveis,Norte,Online,2,1400,0.15,2800,2380.0
2023-05-25,Mouse,Eletrônicos,Sul,Marketplace,2,120,0.1,240,216.0
2023-04-13,Smartphone,Eletrônicos,Centro-Oeste,Loja Física,4,2800,0.05,11200,10640.0
2023-03-24,Notebook,Eletrônicos,Centro-Oeste,Loja Física,8,3500,0.0,28000,28000.0
2023-05-01,Notebook,Eletrônicos,Sudeste,Marketplace,1,3500,0.0,3500,3500.0
2023-12-09,Armário,Móveis,Norte,Online,3,1800,0.0,5400,5400.0
2023-02-21,Smartphone,Eletrônicos,Nordeste,Loja Física,4,2800,0.1,11200,10080.0
2023-08-26,Notebook,Eletrônicos,Sudeste,Loja Física,2,3500,0.0,7000,7000.0
2023-07-04,Fone Bluetooth,Eletrônicos,Sudeste,Online,6,350,0.1,2100,1890.0
2023-01-24,Notebook,Eletrônicos,Nordeste,Loja Física,3,3500,0.0,10500,10500.0
2023-08-13,Curso Online,Educação,Nordeste,Loja Física,5,500,0.0,2500,2500.0
2023-04-04,Mouse,Eletrônicos,Centro-Oeste,Loja Física,7,120,0.1,840,756.0
2023-07-17,Webcam,Eletrônicos,Sul,Online,8,420,0.1,3360,3024.0
2023-03-09,Webcam,Eletrônicos,Sudeste,Loja Física,1,420,0.0,420,420.0
2023-10-30,Armário,Móveis,Norte,Loja Física,8,1800,0.0,14400,14400.0
2023-07-03,Curso Online,Educação,Centro-Oeste,Loja Física,1,500,0.0,500,500.0
2023-02-27,Mesa Escritório,Móveis,Sudeste,Loja Física,8,1400,0.0,11200,11200.0
2023-12-02,Cadeira Gamer,Móveis,Norte,Marketplace,1,950,0.15,950,807.5
2023-10-17,Monitor,Eletrônicos,Norte,Marketplace,6,1100,0.15,6600,5610.0
2023-12-25,Curso Online,Educação,Sul,Loja Física,2,500,0.1,1000,900.0
2023-06-27,Fone Bluetooth,Eletrônicos,Norte,Marketplace,7,350,0.0,2450,2450.0
2023-01-28,Notebook,Eletrônicos,Centro-Oeste,Loja Física,3,3500,0.15,10500,8925.0
2023-03-26,Mouse,Eletrônicos,Sul,Loja Física,8,120,0.05,960,912.0
2023-05-23,Notebook,Eletrônicos,Centro-Oeste,Loja Física,4,3500,0.15,14000,11900.0
2023-05-01,Mouse,Eletrônicos,Norte,Loja Física,8,120,0.1,960,864.0
2023-02-15,Armário,Móveis,Sudeste,Loja Física,8,1800,0.05,14400,13680.0
2023-12-01,Notebook,Eletrônicos,Centro-Oeste,Online,2,3500,0.1,7000,6300.0
2023-10-13,Livro Técnico,Livros,Norte,Marketplace,1,200,0.0,200,200.0
2023-11-23,Smartphone,Eletrônicos,Nordeste,Loja Física,4,2800,0.1,11200,10080.0
2023-01-28,Monitor,Eletrônicos,Norte,Marketplace,8,1100,0.05,8800,8360.0
2023-11-04,Armário,Móveis,Sudeste,Online,6,1800,0.1,10800,9720.0
2023-12-04,Monitor,Eletrônicos,Nordeste,Marketplace,1,1100,0.05,1100,1045.0
2023-05-30,Livro Técnico,Livros,Sudeste,Online,6,200,0.0,1200,1200.0
2023-09-10,Teclado,Eletrônicos,Nordeste,Marketplace,7,250,0.0,1750,1750.0
2023-04-11,Monitor,Eletrônicos,Sul,Loja Física,2,1100,0.1,2200,1980.0
2023-04-08,Webcam,Eletrônicos,Centro-Oeste,Online,6,420,0.0,2520,2520.0
2023-11-21,Fone Bluetooth,Eletrônicos,Centro-Oeste,Marketplace,2,350,0.1,700,630.0
2023-10-29,Livro Técnico,Livros,Sudeste,Marketplace,3,200,0.1,600,540.0
2023-01-25,Livro Técnico,Livros,Centro-Oeste,Marketplace,7,200,0.15,1400,1190.0
2023-04-01,Webcam,Eletrônicos,Sudeste,Loja Física,3,420,0.0,1260,1260.0
2023-12-03,Curso Online,Educação,Centro-Oeste,Loja Física,6,500,0.15,3000,2550.0
2023-11-08,Webcam,Eletrônicos,Centro-Oeste,Loja Física,4,420,0.05,1680,1596.0
2023-05-31,Armário,Móveis,Centro-Oeste,Marketplace,3,1800,0.0,5400,5400.0
2023-12-25,Webcam,Eletrônicos,Nordeste,Marketplace,5,420,0.15,2100,1785.0
2023-10-11,Fone Bluetooth,Eletrônicos,Sul,Marketplace,4,350,0.0,1400,1400.0
2023-05-29,Fone Bluetooth,Eletrônicos,Sul,Marketplace,6,350,0.0,2100,2100.0
2023-10-05,Webcam,Eletrônicos,Nordeste,Marketplace,6,420,0.0,2520,2520.0
2023-09-03,Curso Online,Educação,Nordeste,Loja Física,7,500,0.15,3500,2975.0
2023-01-07,Livro Técnico,Livros,Centro-Oeste,Online,2,200,0.0,400,400.0
2023-01-28,Fone Bluetooth,Eletrônicos,Nordeste,Online,1,350,0.0,350,350.0
2023-05-27,Fone Bluetooth,Eletrônicos,Sudeste,Marketplace,5,350,0.0,1750,1750.0
2023-06-01,Monitor,Eletrônicos,Centro-Oeste,Online,1,1100,0.05,1100,1045.0
2023-11-12,Fone Bluetooth,Eletrônicos,Centro-Oeste,Online,4,350,0.15,1400,1190.0
2023-09-19,Webcam,Eletrônicos,Centro-Oeste,Loja Física,5,420,0.0,2100,2100.0
2023-08-02,Fone Bluetooth,Eletrônicos,Sudeste,Online,6,350,0.15,2100,1785.0
2023-05-09,Monitor,Eletrônicos,Nordeste,Marketplace,8,1100,0.0,8800,8800.0
2023-10-07,Webcam,Eletrônicos,Nordeste,Loja Física,4,420,0.0,1680,1680.0
2023-04-01,Fone Bluetooth,Eletrônicos,Sul,Marketplace,2,350,0.0,700,700.0
2023-09-21,Mouse,Eletrônicos,Centro-Oeste,Loja Física,7,120,0.0,840,840.0
2023-10-12,Smartphone,Eletrônicos,Norte,Loja Física,3,2800,0.0,8400,8400.0
2023-01-03,Cadeira Gamer,Móveis,Sudeste,Online,8,950,0.0,7600,7600.0
2023-06-15,Curso Online,Educação,Nordeste,Loja Física,1,500,0.15,500,425.0
2023-10-21,Livro Técnico,Livros,Nordeste,Marketplace,6,200,0.0,1200,1200.0
2023-04-23,Teclado,Eletrônicos,Sul,Loja Física,2,250,0.15,500,425.0
2023-10-06,Livro Técnico,Livros,Nordeste,Online,7,200,0.0,1400,1400.0
2023-04-20,Fone Bluetooth,Eletrônicos,Nordeste,Loja Física,6,350,0.05,2100,1995.0
2023-04-22,Curso Online,Educação,Sudeste,Online,8,500,0.15,4000,3400.0
2023-12-09,Cadeira Gamer,Móveis,Norte,Marketplace,8,950,0.0,7600,7600.0
2023-05-05,Notebook,Eletrônicos,Sudeste,Loja Física,6,3500,0.1,21000,18900.0
2023-05-12,Livro Técnico,Livros,Norte,Loja Física,5,200,0.0,1000,1000.0
2023-09-21,Livro Técnico,Livros,Sudeste,Loja Física,8,200,0.1,1600,1440.0
2023-11-30,Monitor,Eletrônicos,Sudeste,Online,6,1100,0.15,6600,5610.0
2023-03-27,Livro Técnico,Livros,Sul,Marketplace,1,200,0.0,200,200.0
2023-11-19,Monitor,Eletrônicos,Sul,Marketplace,7,1100,0.0,7700,7700.0
2023-12-26,Webcam,Eletrônicos,Sul,Online,7,420,0.0,2940,2940.0
2023-08-24,Webcam,Eletrônicos,Sudeste,Online,6,420,0.0,2520,2520.0
2023-01-28,Teclado,Eletrônicos,Sudeste,Marketplace,5,250,0.15,1250,1062.5
2023-04-27,Smartphone,Eletrônicos,Centro-Oeste,Marketplace,7,2800,0.1,19600,17640.0
2023-07-27,Mesa Escritório,Móveis,Centro-Oeste,Marketplace,6,1400,0.0,8400,8400.0
2023-03-02,Livro Técnico,Livros,Sudeste,Marketplace,1,200,0.15,200,170.0
2023-10-27,Notebook,Eletrônicos,Norte,Online,2,3500,0.05,7000,6650.0
2023-05-29,Fone Bluetooth,Eletrônicos,Sudeste,Loja Física,5,350,0.15,1750,1487.5
2023-08-13,Mesa Escritório,Móveis,Centro-Oeste,Online,7,1400,0.0,9800,9800.0
2023-10-01,Monitor,Eletrônicos,Norte,Loja Física,3,1100,0.1,3300,2970.0
2023-11-21,Teclado,Eletrônicos,Sudeste,Marketplace,5,250,0.05,1250,1187.5
2023-10-12,Teclado,Eletrônicos,Sudeste,Marketplace,2,250,0.0,500,500.0
2023-11-02,Mesa Escritório,Móveis,Sul,Marketplace,2,1400,0.05,2800,2660.0
2023-06-26,Monitor,Eletrônicos,Sul,Online,7,1100,0.15,7700,6545.0
2023-04-05,Monitor,Eletrônicos,Sudeste,Online,5,1100,0.0,5500,5500.0
2023-12-10,Curso Online,Educação,Centro-Oeste,Marketplace,1,500,0.15,500,425.0
2023-10-09,Mouse,Eletrônicos,Nordeste,Online,5,120,0.0,600,600.0
2023-04-12,Webcam,Eletrônicos,Nordeste,Online,8,420,0.05,3360,3192.0
2023-12-10,Fone Bluetooth,Eletrônicos,Nordeste,Marketplace,4,350,0.0,1400,1400.0
2023-02-05,Monitor,Eletrônicos,Centro-Oeste,Loja Física,6,1100,0.1,6600,5940.0
2023-11-12,Fone Bluetooth,Eletrônicos,Sul,Marketplace,5,350,0.15,1750,1487.5
2023-10-18,Cadeira Gamer,Móveis,Sul,Online,6,950,0.1,5700,5130.0
2023-06-10,Monitor,Eletrônicos,Nordeste,Loja Física,4,1100,0.1,4400,3960.0
2023-03-10,Fone Bluetooth,Eletrônicos,Centro-Oeste,Loja Física,6,350,0.1,2100,1890.0
2023-07-03,Smartphone,Eletrônicos,Sudeste,Online,8,2800,0.15,22400,19040.0
2023-11-27,Curso Online,Educação,Sul,Marketplace,2,500,0.05,1000,950.0
2023-04-11,Smartphone,Eletrônicos,Sudeste,Marketplace,2,2800,0.0,5600,5600.0
2023-11-20,Notebook,Eletrônicos,Sul,Online,7,3500,0.15,24500,20825.0
2023-10-10,Smartphone,Eletrônicos,Nordeste,Loja Física,8,2800,0.0,22400,22400.0
2023-04-25,Curso Online,Educação,Centro-Oeste,Marketplace,5,500,0.0,2500,2500.0
2023-09-19,Mouse,Eletrônicos,Norte,Online,7,120,0.05,840,798.0
2023-12-06,Monitor,Eletrônicos,Sul,Loja Física,3,1100,0.15,3300,2805.0
2023-03-23,Teclado,Eletrônicos,Nordeste,Online,3,250,0.1,750,675.0
2023-04-23,Armário,Móveis,Nordeste,Loja Física,4,1800,0.0,7200,7200.0
2023-04-30,Notebook,Eletrônicos,Nordeste,Loja Física,4,3500,0.15,14000,11900.0
2023-08-29,Armário,Móveis,Nordeste,Online,1,1800,0.0,1800,1800.0
2023-12-27,Livro Técnico,Livros,Norte,Marketplace,5,200,0.05,1000,950.0
2023-10-19,Teclado,Eletrônicos,Nordeste,Marketplace,7,250,0.1,1750,1575.0
2023-12-01,Mouse,Eletrônicos,Sul,Marketplace,5,120,0.1,600,540.0
2023-07-27,Cadeira Gamer,Móveis,Centro-Oeste,Marketplace,6,950,0.1,5700,5130.0
2023-01-04,Livro Técnico,Livros,Sul,Online,3,200,0.1,600,540.0
2023-02-09,Livro Técnico,Livros,Sul,Online,5,200,0.0,1000,1000.0
2023-03-22,Cadeira Gamer,Móveis,Centro-Oeste,Loja Física,2,950,0.0,1900,1900.0
2023-02-28,Armário,Móveis,Sul,Marketplace,8,1800,0.1,14400,12960.0
2023-03-24,Fone Bluetooth,Eletrônicos,Sul,Online,7,350,0.0,2450,2450.0
2023-03-07,Curso Online,Educação,Norte,Online,3,500,0.0,1500,1500.0
2023-10-21,Teclado,Eletrônicos,Nordeste,Online,1,250,0.0,250,250.0
2023-09-22,Mesa Escritório,Móveis,Sudeste,Online,1,1400,0.05,1400,1330.0
2023-08-18,Curso Online,Educação,Sul,Online,8,500,0.1,4000,3600.0
2023-07-30,Curso Online,Educação,Sul,Marketplace,3,500,0.15,1500,1275.0
2023-12-04,Livro Técnico,Livros,Nordeste,Loja Física,5,200,0.0,1000,1000.0
2023-11-02,Curso Online,Educação,Centro-Oeste,Loja Física,2,500,0.0,1000,1000.0
2023-03-09,Mouse,Eletrônicos,Norte,Marketplace,1,120,0.0,120,120.0
2023-12-17,Mesa Escritório,Móveis,Sudeste,Online,3,1400,0.15,4200,3570.0
2023-09-01,Curso Online,Educação,Norte,Online,1,500,0.15,500,425.0
2023-02-17,Armário,Móveis,Norte,Online,3,1800,0.15,5400,4590.0
2023-12-14,Fone Bluetooth,Eletrônicos,Centro-Oeste,Loja Física,7,350,0.15,2450,2082.5
2023-01-23,Webcam,Eletrônicos,Centro-Oeste,Loja Física,7,420,0.0,2940,2940.0
2023-06-29,Curso Online,Educação,Sul,Loja Física,2,500,0.1,1000,900.0
2023-09-02,Monitor,Eletrônicos,Norte,Marketplace,2,1100,0.05,2200,2090.0
2023-07-29,Smartphone,Eletrônicos,Sudeste,Marketplace,4,2800,0.0,11200,11200.0
2023-09-25,Mouse,Eletrônicos,Sul,Marketplace,1,120,0.1,120,108.0
2023-06-11,Mesa Escritório,Móveis,Sul,Loja Física,6,1400,0.0,8400,8400.0
2023-11-30,Curso Online,Educação,Norte,Loja Física,5,500,0.05,2500,2375.0
2023-10-17,Cadeira Gamer,Móveis,Sul,Loja Física,5,950,0.1,4750,4275.0
2023-10-10,Livro Técnico,Livros,Nordeste,Marketplace,8,200,0.0,1600,1600.0
2023-10-12,Armário,Móveis,Norte,Loja Física,5,1800,0.05,9000,8550.0
2023-12-28,Mesa Escritório,Móveis,Sul,Loja Física,3,1400,0.0,4200,4200.0
2023-12-25,Teclado,Eletrônicos,Norte,Loja Física,2,250,0.0,500,500.0
2023-06-23,Livro Técnico,Livros,Centro-Oeste,Marketplace,1,200,0.0,200,200.0
2023-01-03,Mouse,Eletrônicos,Norte,Loja Física,3,120,0.1,360,324.0
2023-02-15,Mouse,Eletrônicos,Nordeste,Online,5,120,0.0,600,600.0
2023-11-08,Notebook,Eletrônicos,Norte,Marketplace,7,3500,0.1,24500,22050.0
2023-09-24,Smartphone,Eletrônicos,Centro-Oeste,Loja Física,1,2800,0.0,2800,2800.0
2023-01-06,Monitor,Eletrônicos,Sudeste,Marketplace,5,1100,0.0,5500,5500.0
2023-09-19,Livro Técnico,Livros,Sul,Marketplace,4,200,0.15,800,680.0
2023-01-19,Cadeira Gamer,Móveis,Sul,Online,4,950,0.0,3800,3800.0
2023-05-22,Mesa Escritório,Móveis,Centro-Oeste,Marketplace,6,1400,0.1,8400,7560.0
2023-04-13,Livro Técnico,Livros,Sudeste,Marketplace,1,200,0.0,200,200.0
2023-05-26,Webcam,Eletrônicos,Nordeste,Online,6,420,0.05,2520,2394.0
2023-11-07,Monitor,Eletrônicos,Norte,Online,8,1100,0.1,8800,7920.0
2023-05-14,Teclado,Eletrônicos,Sudeste,Marketplace,7,250,0.15,1750,1487.5
2023-02-07,Livro Técnico,Livros,Sudeste,Marketplace,5,200,0.05,1000,950.0
2023-05-12,Livro Técnico,Livros,Centro-Oeste,Marketplace,5,200,0.1,1000,900.0
2023-09-05,Monitor,Eletrônicos,Centro-Oeste,Marketplace,6,1100,0.1,6600,5940.0
2023-01-15,Armário,Móveis,Sudeste,Loja Física,2,1800,0.05,3600,3420.0
2023-11-21,Monitor,Eletrônicos,Centro-Oeste,Loja Física,4,1100,0.05,4400,4180.0
2023-09-22,Livro Técnico,Livros,Sul,Loja Física,1,200,0.05,200,190.0
